state,district,totalHouseholds,prcntBA,prcntHS,prcntAsian,prcntBlack,prcntHisp,prcntWhiteAll,lastName,firstName,middleName,age,gender,numberTerms,daysServed,fracServed,cd,statenm,dwnom1,dwnom2,black,hispanic,numSpon,numCosp,numPassH,numEnact,passPrcnt,congNum,partyControl
IL,5.0,259658.0,40.3,84.6,7.4,3.1,29.5,76.3,Quigley,Mike, ,52.0,M,2.0,729.0,1.0,5.0, ILLINOI,-0.333999991,-0.333000004,0.0,0.0,17.0,237.0,0.0,0.0,0.0,112.0,R
IL,6.0,236658.0,38.4,88.9,11.4,4.8,17.7,79.0,Roskam,Peter,J.,49.0,M,3.0,729.0,1.0,6.0, ILLINOI,0.686999977,0.085000001,0.0,0.0,6.0,174.0,1.0,1.0,16.66666667,112.0,R
IL,18.0,266872.0,24.6,89.8,2.0,8.7,2.9,89.3,Schock,Aaron, ,29.0,M,2.0,729.0,1.0,18.0, ILLINOI,0.542999983,0.128999993,0.0,0.0,32.0,339.0,1.0,0.0,0.0,112.0,R
IL,8.0,262505.0,36.4,90.1,9.4,5.6,17.3,80.5,Walsh,Joe, ,49.0,M,1.0,729.0,1.0,8.0, ILLINOI,0.999000013,-0.034000002,0.0,0.0,13.0,226.0,2.0,0.0,0.0,112.0,R
IL,9.0,256026.0,44.7,88.0,16.0,11.7,12.3,71.4,Schakowsky,Janice,D.,66.0,F,7.0,729.0,1.0,9.0, ILLINOI,-0.592000008,-0.277999997,0.0,0.0,21.0,458.0,0.0,0.0,0.0,112.0,R
IN,3.0,272593.0,21.8,85.6,2.0,7.4,6.8,89.3,Stutzman,Marlin,A.,34.0,M,2.0,729.0,1.0,3.0, INDIANA,0.944999993,0.180000007,0.0,0.0,12.0,171.0,3.0,1.0,8.333333333,112.0,R
IN,1.0,261499.0,20.3,87.6,1.3,19.7,14.3,73.5,Visclosky,Peter,J.,61.0,M,14.0,729.0,1.0,1.0, INDIANA,-0.407999992,0.545000017,0.0,0.0,3.0,64.0,0.0,0.0,0.0,112.0,R
IN,6.0,261733.0,17.0,85.6,0.8,3.9,2.7,95.0,Pence,Mike, ,51.0,M,6.0,729.0,1.0,6.0, INDIANA,0.851999998,0.238000005,0.0,0.0,5.0,163.0,0.0,0.0,0.0,112.0,R
IN,8.0,266573.0,17.9,86.3,1.3,5.2,1.7,93.9,Bucshon,Larry, ,48.0,M,1.0,729.0,1.0,8.0, INDIANA,0.619000018,0.219999999,0.0,0.0,6.0,170.0,0.0,0.0,0.0,112.0,R
IN,2.0,259011.0,19.5,85.0,1.6,10.0,8.4,86.4,Donnelly,Joe, ,55.0,M,3.0,729.0,1.0,2.0, INDIANA,-0.098999999,0.800999999,0.0,0.0,8.0,102.0,0.0,0.0,0.0,112.0,R
IN,5.0,307896.0,35.7,91.7,3.4,5.0,3.7,91.2,Burton,Dan,L.,72.0,M,15.0,729.0,1.0,5.0, INDIANA,0.779999971,0.324000001,0.0,0.0,43.0,403.0,0.0,0.0,0.0,112.0,R
IN,7.0,267923.0,22.5,81.2,1.7,34.2,11.1,61.0,Carson,André, ,36.0,M,3.0,729.0,1.0,7.0, INDIANA,-0.393999994,0.131999999,1.0,0.0,13.0,298.0,0.0,0.0,0.0,112.0,R
IN,9.0,281130.0,19.9,85.6,2.0,3.5,3.0,94.4,Young,Todd,C.,38.0,M,1.0,729.0,1.0,9.0, INDIANA,0.709999979,0.280000001,0.0,0.0,17.0,168.0,0.0,0.0,0.0,112.0,R
IN,4.0,294512.0,27.1,89.7,2.9,4.8,4.2,91.9,Rokita,Todd, ,40.0,M,1.0,729.0,1.0,4.0, INDIANA,0.842999995,0.175999999,0.0,0.0,3.0,221.0,0.0,0.0,0.0,112.0,R
KS,3.0,294703.0,43.7,92.1,4.5,9.9,11.1,84.3,Yoder,Kevin, ,34.0,M,1.0,729.0,1.0,3.0, KANSAS ,0.84799999,-0.108000003,0.0,0.0,4.0,206.0,0.0,0.0,0.0,112.0,R
KS,2.0,274757.0,27.3,90.8,2.0,6.4,5.9,91.1,Jenkins,Lynn, ,47.0,F,2.0,729.0,1.0,2.0, KANSAS ,0.822000027,-0.105999999,0.0,0.0,17.0,260.0,0.0,0.0,0.0,112.0,R
KS,4.0,276926.0,26.0,88.5,3.6,8.5,11.1,86.2,Pompeo,Mike, ,47.0,M,1.0,729.0,1.0,4.0, KANSAS ,0.837000012,0.382999986,0.0,0.0,12.0,176.0,0.0,0.0,0.0,112.0,R
KS,1.0,258093.0,20.3,86.1,1.5,3.5,14.9,91.4,Huelskamp,Tim, ,42.0,M,1.0,729.0,1.0,1.0, KANSAS ,0.995999992,-0.092,0.0,0.0,32.0,220.0,0.0,0.0,0.0,112.0,R
KY,3.0,293964.0,29.7,87.8,2.8,22.5,4.3,75.3,Yarmuth,John,A.,63.0,M,3.0,729.0,1.0,3.0, KENTUCK,-0.381999999,-0.068000004,0.0,0.0,8.0,173.0,0.0,0.0,0.0,112.0,R
KY,4.0,276837.0,22.4,84.4,1.1,3.9,2.5,94.2,Davis,Geoff, ,52.0,M,4.0,573.0,0.78600823,4.0, KENTUCK,0.550000012,0.463999987,0.0,0.0,19.0,150.0,3.0,2.0,10.52631579,112.0,R
KY,2.0,284346.0,16.7,82.8,1.4,7.3,3.5,91.3,Guthrie,Brett, ,46.0,M,2.0,729.0,1.0,2.0, KENTUCK,0.555000007,0.323000014,0.0,0.0,13.0,206.0,1.0,0.0,0.0,112.0,R
KY,1.0,269893.0,14.1,79.6,0.6,8.2,2.4,91.7,Whitfield,Ed, ,67.0,M,9.0,729.0,1.0,1.0, KENTUCK,0.512000024,0.323000014,0.0,0.0,15.0,123.0,0.0,0.0,0.0,112.0,R
KY,6.0,301445.0,28.6,85.0,2.3,10.4,4.1,87.3,Chandler,Ben, ,51.0,M,5.0,729.0,1.0,6.0, KENTUCK,-0.169,0.666999996,0.0,0.0,3.0,130.0,0.0,0.0,0.0,112.0,R
KY,4.0,276837.0,22.4,84.4,1.1,3.9,2.5,94.2,Massie,Thomas, ,39.0,M,1.0,51.0,0.069958848,4.0, KENTUCK,0.999000013,0.048999999,0.0,0.0,0.0,2.0,0.0,0.0,,112.0,R
KY,5.0,254600.0,11.4,69.5,0.4,1.9,0.9,97.9,Rogers,Harold, ,73.0,M,16.0,729.0,1.0,5.0, KENTUCK,0.497999996,0.549000025,0.0,0.0,8.0,103.0,4.0,3.0,37.5,112.0,R
LA,4.0,250196.0,18.8,83.2,1.5,34.7,3.6,62.7,Fleming,John, ,59.0,M,2.0,729.0,1.0,4.0, LOUISIA,0.81400001,0.083999999,0.0,0.0,10.0,203.0,0.0,0.0,0.0,112.0,R
LA,3.0,226279.0,13.2,76.3,1.6,28.2,4.0,68.3,Landry,Jeff,M.,40.0,M,1.0,729.0,1.0,3.0, LOUISIA,0.888000011,-0.067000002,0.0,0.0,10.0,179.0,1.0,0.0,0.0,112.0,R
LA,2.0,184126.0,22.6,80.1,4.2,60.6,7.4,33.5,Richmond,Cedric,L.,37.0,M,1.0,729.0,1.0,2.0, LOUISIA,-0.409000009,0.441000015,1.0,0.0,12.0,115.0,0.0,0.0,0.0,112.0,R
LA,5.0,233671.0,16.9,78.5,0.8,35.9,1.8,63.7,Alexander,Rodney,M.,64.0,M,5.0,729.0,1.0,5.0, LOUISIA,0.483999997,0.405000001,0.0,0.0,6.0,137.0,0.0,0.0,0.0,112.0,R
LA,6.0,264358.0,27.2,85.4,2.2,35.5,3.5,62.5,Cassidy,Bill, ,53.0,M,2.0,729.0,1.0,6.0, LOUISIA,0.727999985,-0.018999999,0.0,0.0,21.0,180.0,0.0,0.0,0.0,112.0,R
LA,1.0,263600.0,29.1,86.6,2.2,16.5,7.8,80.1,Scalise,Steve,Joseph,45.0,M,3.0,729.0,1.0,1.0, LOUISIA,0.783999979,0.196999997,0.0,0.0,14.0,181.0,3.0,0.0,0.0,112.0,R
LA,7.0,252867.0,18.9,79.7,1.3,26.8,2.8,71.8,Boustany,Charles,W.,54.0,M,4.0,729.0,1.0,7.0, LOUISIA,0.643000007,0.30399999,0.0,0.0,26.0,211.0,3.0,1.0,3.846153846,112.0,R
MA,3.0,251582.0,37.7,87.7,5.6,5.9,8.0,87.9,McGovern,James,P.,51.0,M,8.0,729.0,1.0,3.0, MASSACH,-0.545000017,-0.261000007,0.0,0.0,12.0,489.0,0.0,0.0,0.0,112.0,R
MA,10.0,264813.0,39.8,93.8,5.0,2.8,1.9,91.6,Keating,William,R.,58.0,M,1.0,729.0,1.0,10.0, MASSACH,-0.356999993,-0.119999997,0.0,0.0,8.0,200.0,1.0,1.0,12.5,112.0,R
MA,1.0,252013.0,29.2,89.0,3.0,3.8,8.9,90.7,Olver,John,W.,74.0,M,11.0,729.0,1.0,1.0, MASSACH,-0.615999997,-0.116999999,0.0,0.0,2.0,249.0,1.0,1.0,50.0,112.0,R
MA,2.0,251290.0,28.3,86.5,2.3,7.0,14.1,85.0,Neal,Richard,E.,61.0,M,12.0,729.0,1.0,2.0, MASSACH,-0.437000006,-0.090999998,0.0,0.0,19.0,204.0,0.0,0.0,0.0,112.0,R
MA,5.0,241599.0,38.5,87.6,7.5,3.7,15.5,80.1,Tsongas,Niki,S.,64.0,F,3.0,729.0,1.0,5.0, MASSACH,-0.412999988,-0.128000006,0.0,0.0,12.0,205.0,1.0,1.0,8.333333333,112.0,R
MA,7.0,255182.0,45.0,90.2,10.5,7.6,9.2,81.5,Markey,Edward,J.,64.0,M,19.0,729.0,1.0,7.0, MASSACH,-0.523999989,-0.363000005,0.0,0.0,51.0,250.0,1.0,0.0,0.0,112.0,R
MA,6.0,249639.0,40.8,91.8,4.2,4.3,8.6,88.6,Tierney,John,F.,59.0,M,8.0,729.0,1.0,6.0, MASSACH,-0.463,-0.345999986,0.0,0.0,13.0,229.0,1.0,1.0,7.692307692,112.0,R
MA,4.0,247850.0,40.7,86.8,6.1,4.2,5.6,88.3,Frank,Barney, ,70.0,M,16.0,729.0,1.0,4.0, MASSACH,-0.535000026,-0.546000004,0.0,0.0,30.0,317.0,0.0,0.0,0.0,112.0,R
MA,8.0,262648.0,46.9,84.1,11.0,26.4,19.1,59.6,Capuano,Michael,E.,58.0,M,7.0,729.0,1.0,8.0, MASSACH,-0.536000013,0.026000001,0.0,0.0,10.0,247.0,0.0,0.0,0.0,112.0,R
MA,9.0,245793.0,40.1,90.7,6.7,16.3,7.7,74.2,Lynch,Stephen,F.,55.0,M,6.0,729.0,1.0,9.0, MASSACH,-0.349999994,0.175999999,0.0,0.0,4.0,158.0,0.0,0.0,0.0,112.0,R
MD,2.0,269392.0,24.3,86.0,4.3,34.9,5.6,60.9,Ruppersberger,C.,A. Dutch,64.0,M,5.0,729.0,1.0,2.0, MARYLAN,-0.273000002,0.173999995,0.0,0.0,18.0,146.0,0.0,0.0,0.0,112.0,R
MD,3.0,279760.0,42.8,88.9,6.6,23.2,6.7,68.9,Sarbanes,John,P.,48.0,M,3.0,729.0,1.0,3.0, MARYLAN,-0.419,-0.209000006,0.0,0.0,12.0,144.0,0.0,0.0,0.0,112.0,R
MD,1.0,275009.0,32.0,89.4,3.0,13.2,3.5,84.3,Harris,Andy, ,53.0,M,1.0,729.0,1.0,1.0, MARYLAN,0.878000021,-0.098999999,0.0,0.0,7.0,256.0,0.0,0.0,0.0,112.0,R
MD,4.0,254345.0,35.9,87.8,7.8,57.5,15.1,29.2,Edwards,Donna,F.,52.0,F,3.0,729.0,1.0,4.0, MARYLAN,-0.561999977,-0.569999993,1.0,0.0,6.0,196.0,0.0,0.0,0.0,112.0,R
MD,8.0,270112.0,55.9,88.8,14.5,18.5,21.5,58.9,Van Hollen,Chris, ,51.0,M,5.0,729.0,1.0,8.0, MARYLAN,-0.375,-0.25,0.0,0.0,11.0,227.0,0.0,0.0,0.0,112.0,R
MD,7.0,244357.0,34.7,84.3,7.2,57.0,3.3,36.1,Cummings,Elijah,E.,59.0,M,9.0,729.0,1.0,7.0, MARYLAN,-0.421000004,-0.199000001,1.0,0.0,16.0,224.0,0.0,0.0,0.0,112.0,R
MD,5.0,263865.0,32.5,90.3,5.1,39.4,6.5,54.8,Hoyer,Steny,H.,71.0,M,16.0,729.0,1.0,5.0, MARYLAN,-0.314999998,0.043000001,0.0,0.0,3.0,42.0,0.0,0.0,0.0,112.0,R
MD,6.0,271537.0,29.4,89.0,3.2,8.4,4.3,88.7,Bartlett,Roscoe,G.,84.0,M,10.0,729.0,1.0,6.0, MARYLAN,0.768999994,-0.122000001,0.0,0.0,8.0,282.0,0.0,0.0,0.0,112.0,R
ME,2.0,273170.0,21.1,88.2,0.9,1.1,1.2,97.4,Michaud,Michael,H.,55.0,M,5.0,729.0,1.0,2.0, MAINE  ,-0.300999999,0.272000015,0.0,0.0,17.0,466.0,0.0,0.0,0.0,112.0,R
ME,1.0,278431.0,32.9,92.2,1.8,1.9,1.5,96.5,Pingree,Chellie, ,55.0,F,2.0,729.0,1.0,1.0, MAINE  ,-0.474999994,-0.224000007,0.0,0.0,12.0,339.0,1.0,0.0,0.0,112.0,R
MI,1.0,269833.0,18.7,88.7,0.8,1.9,1.2,94.9,Benishek,Dan, ,58.0,M,1.0,729.0,1.0,1.0, MICHIGA,0.879999995,-0.323000014,0.0,0.0,15.0,241.0,1.0,0.0,0.0,112.0,R
MI,11.0,266600.0,34.1,91.7,5.5,10.4,2.7,84.9,Curson,David,Alan,62.0,M,1.0,51.0,0.069958848,11.0, MICHIGA,-0.393000007,0.898999989,0.0,0.0,0.0,5.0,0.0,0.0,,112.0,R
MI,11.0,266600.0,34.1,91.7,5.5,10.4,2.7,84.9,McCotter,Thaddeus,G.,45.0,M,5.0,548.0,0.751714678,11.0, MICHIGA,0.671999991,-0.100000001,0.0,0.0,7.0,257.0,0.0,0.0,0.0,112.0,R
MI,10.0,270878.0,21.5,89.0,2.3,3.4,3.3,93.9,Miller,Candice,S.,56.0,F,5.0,729.0,1.0,10.0, MICHIGA,0.660000026,0.006,0.0,0.0,13.0,221.0,4.0,1.0,7.692307692,112.0,R
MI,13.0,192377.0,16.1,77.5,1.6,58.9,11.2,36.9,Clarke,Hansen, ,53.0,M,1.0,729.0,1.0,13.0, MICHIGA,-0.485000014,-0.119000003,1.0,0.0,26.0,271.0,0.0,0.0,0.0,112.0,R
MI,14.0,204613.0,16.5,81.0,2.7,59.4,2.7,38.4,Conyers,John, ,81.0,M,24.0,729.0,1.0,14.0, MICHIGA,-0.579999983,-0.529999971,1.0,0.0,34.0,537.0,4.0,2.0,5.882352941,112.0,R
MI,15.0,260405.0,29.7,89.1,5.8,15.7,4.6,79.5,Dingell,John,D.,84.0,M,29.0,729.0,1.0,15.0, MICHIGA,-0.388999999,0.372999996,0.0,0.0,5.0,135.0,0.0,0.0,0.0,112.0,R
MI,4.0,266700.0,21.4,89.1,1.2,3.4,3.4,94.7,Camp,Dave,Lee,57.0,M,11.0,729.0,1.0,4.0, MICHIGA,0.65200001,0.225999996,0.0,0.0,19.0,85.0,7.0,7.0,36.84210526,112.0,R
MI,6.0,260929.0,24.3,88.5,1.8,10.6,5.3,87.2,Upton,Fred,Stephen,57.0,M,13.0,729.0,1.0,6.0, MICHIGA,0.666000009,-0.078000002,0.0,0.0,7.0,103.0,5.0,1.0,14.28571429,112.0,R
MI,7.0,259567.0,22.6,89.8,1.5,7.5,4.1,91.2,Walberg,Tim, ,59.0,M,2.0,729.0,1.0,7.0, MICHIGA,0.795000017,0.002,0.0,0.0,13.0,242.0,1.0,0.0,0.0,112.0,R
MI,8.0,265813.0,32.0,92.4,3.1,6.4,4.4,90.7,Rogers,Mike, ,47.0,M,6.0,729.0,1.0,8.0, MICHIGA,0.658999979,0.108000003,0.0,0.0,17.0,160.0,6.0,2.0,11.76470588,112.0,R
MI,9.0,266512.0,47.7,92.7,9.2,13.0,4.7,78.9,Peters,Gary,C.,52.0,M,2.0,729.0,1.0,9.0, MICHIGA,-0.239999995,0.131999999,0.0,0.0,8.0,235.0,0.0,0.0,0.0,112.0,R
MI,12.0,268547.0,22.6,87.3,3.6,23.1,1.5,73.7,Levin,Sander,M.,79.0,M,15.0,729.0,1.0,12.0, MICHIGA,-0.342999995,-0.109999999,0.0,0.0,10.0,161.0,0.0,0.0,0.0,112.0,R
MI,2.0,261624.0,21.6,88.3,1.8,5.8,7.0,91.2,Huizenga,Bill, ,41.0,M,1.0,729.0,1.0,2.0, MICHIGA,0.911000013,-0.067000002,0.0,0.0,23.0,244.0,1.0,1.0,4.347826087,112.0,R
MI,3.0,261287.0,28.1,88.8,2.6,10.4,8.6,86.6,Amash,Justin, ,30.0,M,1.0,729.0,1.0,3.0, MICHIGA,0.996999979,-0.075999998,0.0,0.0,5.0,67.0,0.0,0.0,0.0,112.0,R
MI,5.0,249497.0,17.7,87.2,1.1,20.5,4.2,79.3,Kildee,Dale,E.,81.0,M,18.0,729.0,1.0,5.0, MICHIGA,-0.351000011,0.405000001,0.0,0.0,11.0,266.0,1.0,1.0,9.090909091,112.0,R
MN,2.0,266994.0,36.2,94.1,4.8,4.6,4.8,90.3,Kline,John,Paul,63.0,M,5.0,729.0,1.0,2.0, MINNESO,0.730000019,0.204999998,0.0,0.0,11.0,272.0,3.0,1.0,9.090909091,112.0,R
MN,5.0,269380.0,41.7,89.3,6.2,17.9,9.9,74.1,Ellison,Keith,Maurice,47.0,M,3.0,729.0,1.0,5.0, MINNESO,-0.555999994,-0.661000013,1.0,0.0,35.0,434.0,0.0,0.0,0.0,112.0,R
MN,3.0,252450.0,43.8,94.6,7.6,9.2,3.9,83.6,Paulsen,Erik, ,45.0,M,2.0,729.0,1.0,3.0, MINNESO,0.763000011,-0.31099999,0.0,0.0,33.0,207.0,2.0,0.0,0.0,112.0,R
MN,4.0,247332.0,37.2,90.1,11.4,11.1,7.5,76.5,McCollum,Betty,Louise,56.0,F,6.0,729.0,1.0,4.0, MINNESO,-0.395000011,-0.209000006,0.0,0.0,6.0,296.0,0.0,0.0,0.0,112.0,R
MN,7.0,254900.0,20.0,88.9,1.2,1.3,3.9,94.1,Peterson,Collin,Clark,66.0,M,11.0,729.0,1.0,7.0, MINNESO,-0.169,1.197000027,0.0,0.0,4.0,216.0,1.0,1.0,25.0,112.0,R
MN,6.0,272593.0,29.5,93.7,3.2,3.6,2.6,93.0,Bachmann,Michele,Marie,54.0,F,3.0,729.0,1.0,6.0, MINNESO,0.822000027,0.118000001,0.0,0.0,11.0,163.0,0.0,0.0,0.0,112.0,R
MN,1.0,255104.0,25.4,90.2,2.8,2.9,5.3,94.5,Walz,Timothy,James,46.0,M,3.0,729.0,1.0,1.0, MINNESO,-0.275000006,0.476000011,0.0,0.0,13.0,173.0,2.0,1.0,7.692307692,112.0,R
MN,8.0,275512.0,20.9,91.1,1.0,1.6,1.3,95.3,Cravaack,Chip, ,51.0,M,1.0,729.0,1.0,8.0, MINNESO,0.614000022,0.123999998,0.0,0.0,9.0,158.0,5.0,3.0,33.33333333,112.0,R
MO,7.0,284137.0,22.3,86.2,1.4,2.6,4.3,95.7,Long,Billy, ,55.0,M,1.0,729.0,1.0,7.0, MISSOUR,0.754000008,0.492000014,0.0,0.0,4.0,304.0,0.0,0.0,0.0,112.0,R
MO,1.0,241242.0,26.0,85.9,3.1,57.1,2.7,40.3,Clay,Wm.,Lacy,54.0,M,6.0,729.0,1.0,1.0, MISSOUR,-0.467999995,-0.109999999,1.0,0.0,29.0,368.0,0.0,0.0,0.0,112.0,R
MO,4.0,260774.0,18.0,85.9,1.0,4.5,3.5,93.6,Hartzler,Vicky, ,50.0,F,1.0,729.0,1.0,4.0, MISSOUR,0.714999974,0.203999996,0.0,0.0,5.0,234.0,1.0,0.0,0.0,112.0,R
MO,2.0,265783.0,42.5,93.5,3.5,4.4,2.4,92.6,Akin,W.,Todd,63.0,M,6.0,729.0,1.0,2.0, MISSOUR,0.781000018,0.337000012,0.0,0.0,10.0,179.0,3.0,3.0,30.0,112.0,R
MO,6.0,266751.0,25.6,89.9,1.9,5.4,4.2,92.7,Graves,Sam,B.,47.0,M,6.0,729.0,1.0,6.0, MISSOUR,0.749000013,-0.022,0.0,0.0,35.0,210.0,2.0,2.0,5.714285714,112.0,R
MO,3.0,258232.0,28.5,87.5,3.2,9.6,2.9,88.4,Carnahan,Russ, ,52.0,M,4.0,729.0,1.0,3.0, MISSOUR,-0.305999994,-0.013,0.0,0.0,26.0,332.0,0.0,0.0,0.0,112.0,R
MO,5.0,256861.0,26.5,87.0,2.2,26.9,8.6,68.3,Cleaver,Emanuel, ,66.0,M,4.0,729.0,1.0,5.0, MISSOUR,-0.419,-0.064000003,1.0,0.0,25.0,235.0,0.0,0.0,0.0,112.0,R
MO,8.0,255977.0,14.6,78.3,0.9,5.8,1.7,93.5,Emerson,Jo Ann,H.,60.0,F,8.0,729.0,1.0,8.0, MISSOUR,0.404000014,0.416000009,0.0,0.0,9.0,169.0,0.0,0.0,0.0,112.0,R
MO,9.0,264347.0,24.1,86.5,1.8,5.2,2.1,93.0,Luetkemeyer,Blaine, ,58.0,M,2.0,729.0,1.0,9.0, MISSOUR,0.661000013,0.259000003,0.0,0.0,48.0,292.0,3.0,2.0,4.166666667,112.0,R
MS,1.0,289701.0,17.3,79.5,0.6,28.7,2.8,70.5,Nunnelee,Alan, ,52.0,M,1.0,729.0,1.0,1.0, MISSISS,0.617999971,0.569000006,0.0,0.0,5.0,239.0,1.0,1.0,20.0,112.0,R
MS,4.0,278616.0,19.2,82.7,2.1,24.4,4.0,73.8,Palazzo,Steven,M.,40.0,M,1.0,729.0,1.0,4.0, MISSISS,0.643999994,0.483999997,0.0,0.0,5.0,174.0,1.0,1.0,20.0,112.0,R
MS,3.0,283474.0,23.3,82.2,1.0,35.7,2.2,62.3,Harper,Gregg, ,54.0,M,2.0,729.0,1.0,3.0, MISSISS,0.51700002,0.579999983,0.0,0.0,9.0,185.0,3.0,2.0,22.22222222,112.0,R
MS,2.0,233271.0,18.8,76.5,0.5,67.5,1.8,31.4,Thompson,Bennie,G.,62.0,M,10.0,729.0,1.0,2.0, MISSISS,-0.43900001,0.463,1.0,0.0,18.0,163.0,3.0,2.0,11.11111111,112.0,R
MT,0.0,403495.0,28.2,91.4,1.0,0.7,2.9,91.6,Rehberg,Dennis, ,55.0,M,6.0,729.0,1.0,1.0, MONTANA,0.497000009,0.360000014,0.0,0.0,19.0,184.0,1.0,1.0,5.263157895,112.0,R
NC,1.0,245038.0,13.3,76.9,1.0,51.0,4.8,45.2,Butterfield,George,Kenneth,63.0,M,5.0,729.0,1.0,1.0, NORTH C,-0.374000013,0.282000005,1.0,0.0,11.0,191.0,0.0,0.0,0.0,112.0,R
NC,12.0,277784.0,24.0,81.5,4.2,44.2,13.1,49.7,Watt,Melvin,L.,65.0,M,10.0,729.0,1.0,12.0, NORTH C,-0.453000009,-0.277999997,1.0,0.0,57.0,155.0,0.0,0.0,0.0,112.0,R
NC,13.0,293215.0,30.7,85.0,2.7,29.7,11.0,65.2,Miller,R.,Bradley,57.0,M,5.0,729.0,1.0,13.0, NORTH C,-0.351999998,0.022,0.0,0.0,6.0,169.0,0.0,0.0,0.0,112.0,R
NC,5.0,277354.0,23.5,82.8,1.3,9.2,6.8,88.4,Foxx,Virginia, ,67.0,F,4.0,729.0,1.0,5.0, NORTH C,0.910000026,0.014,0.0,0.0,12.0,146.0,1.0,0.0,0.0,112.0,R
NC,6.0,282279.0,26.0,84.6,1.9,12.6,7.2,83.5,Coble,Howard, ,79.0,M,14.0,729.0,1.0,6.0, NORTH C,0.773999989,0.448000014,0.0,0.0,27.0,314.0,2.0,0.0,0.0,112.0,R
NC,4.0,314586.0,52.6,91.7,7.6,19.6,9.7,70.4,Price,David,E.,70.0,M,12.0,729.0,1.0,4.0, NORTH C,-0.398999989,0.01,0.0,0.0,15.0,243.0,0.0,0.0,0.0,112.0,R
NC,10.0,262814.0,18.0,80.2,2.2,9.8,5.4,87.1,McHenry,Patrick,T.,35.0,M,4.0,729.0,1.0,10.0, NORTH C,0.787999988,0.224000007,0.0,0.0,4.0,144.0,2.0,0.0,0.0,112.0,R
NC,2.0,263457.0,19.0,81.9,1.6,30.8,12.1,64.8,Ellmers,Renee,L.,46.0,F,1.0,729.0,1.0,2.0, NORTH C,0.587000012,0.442000002,0.0,0.0,12.0,269.0,0.0,0.0,0.0,112.0,R
NC,3.0,278475.0,22.8,86.4,1.8,18.4,7.2,77.7,Jones,Walter,B.,67.0,M,9.0,729.0,1.0,3.0, NORTH C,0.082000002,0.813000023,0.0,0.0,30.0,510.0,2.0,0.0,0.0,112.0,R
NC,9.0,322779.0,40.0,90.2,3.7,17.4,7.8,77.7,Myrick,Sue,W.,69.0,F,9.0,729.0,1.0,9.0, NORTH C,0.795000017,0.187999994,0.0,0.0,32.0,308.0,0.0,0.0,0.0,112.0,R
NC,7.0,288647.0,21.8,81.8,0.9,22.5,7.3,67.2,McIntyre,Mike, ,54.0,M,8.0,729.0,1.0,7.0, NORTH C,-0.101000004,0.751999974,0.0,0.0,11.0,240.0,0.0,0.0,0.0,112.0,R
NC,11.0,296020.0,25.4,85.1,1.2,5.2,5.8,92.3,Shuler,Heath, ,39.0,M,3.0,729.0,1.0,11.0, NORTH C,-0.048999999,0.616999984,0.0,0.0,13.0,158.0,0.0,0.0,0.0,112.0,R
NC,8.0,261671.0,20.1,82.2,2.7,29.2,12.3,63.9,Kissell,Larry, ,59.0,M,2.0,729.0,1.0,8.0, NORTH C,-0.143999994,0.555999994,0.0,0.0,24.0,323.0,1.0,0.0,0.0,112.0,R
ND,0.0,278669.0,26.5,90.0,1.5,1.5,2.2,91.6,Berg,Rick, ,51.0,M,1.0,729.0,1.0,1.0, NORTH D,0.493000001,0.407000005,0.0,0.0,6.0,149.0,1.0,0.0,0.0,112.0,R
NE,1.0,243654.0,28.3,90.9,3.0,3.2,7.0,92.5,Fortenberry,Jeff,Lane,50.0,M,4.0,729.0,1.0,1.0, NEBRASK,0.542999983,-0.059999999,0.0,0.0,20.0,148.0,0.0,0.0,0.0,112.0,R
NE,3.0,226757.0,19.6,89.2,0.7,1.1,10.1,96.3,Smith,Adrian, ,40.0,M,3.0,729.0,1.0,3.0, NEBRASK,0.704999983,0.25,0.0,0.0,6.0,106.0,0.0,0.0,0.0,112.0,R
NE,2.0,245292.0,35.2,90.7,3.2,11.6,11.1,82.2,Terry,Lee,R.,48.0,M,7.0,729.0,1.0,2.0, NEBRASK,0.741999984,-0.218999997,0.0,0.0,11.0,221.0,1.0,0.0,0.0,112.0,R
NH,2.0,256819.0,33.1,91.0,3.2,1.4,2.7,95.9,Bass,Charles,F.,58.0,M,7.0,729.0,1.0,2.0, NEW HAM,0.693000019,-0.731000006,0.0,0.0,9.0,103.0,1.0,0.0,0.0,112.0,R
NH,1.0,258050.0,33.1,91.5,2.5,1.6,3.1,95.7,Guinta,Frank, ,40.0,M,1.0,729.0,1.0,1.0, NEW HAM,0.662999988,0.125,0.0,0.0,9.0,145.0,0.0,0.0,0.0,112.0,R
NJ,13.0,249287.0,28.9,75.8,9.6,13.7,50.6,61.4,Sires,Albio, ,59.0,M,4.0,729.0,1.0,13.0, NEW JER,-0.370000005,0.037,0.0,1.0,9.0,239.0,0.0,0.0,0.0,112.0,R
NJ,12.0,251682.0,47.9,92.3,16.6,13.1,7.9,68.7,Holt,Rush,D.,62.0,M,7.0,729.0,1.0,12.0, NEW JER,-0.515999973,-0.312999994,0.0,0.0,37.0,426.0,1.0,0.0,0.0,112.0,R
NJ,1.0,249592.0,25.3,86.3,4.4,18.5,12.2,72.3,Andrews,Robert,E.,53.0,M,12.0,729.0,1.0,1.0, NEW JER,-0.367000014,-0.107000001,0.0,0.0,29.0,257.0,0.0,0.0,0.0,112.0,R
